EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,OverTime,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,PerformanceRating,Attrition
741,41,Male,Married,Research & Development,R&D Manager,2,2,Other,18,60762,14,1,12,11,5,3,2,4,Yes,Travel_Rarely,4,3,2,3,3,3,No
742,41,Male,Divorced,Research & Development,Research Scientist,1,5,Human Resources,22,50479,17,1,6,1,0,0,3,5,No,Travel_Rarely,3,3,2,2,4,4,No
743,34,Male,Married,Research & Development,R&D Manager,2,3,Human Resources,1,73220,25,0,5,3,2,0,1,0,No,Travel_Frequently,1,1,3,3,4,3,No
744,27,Male,Married,Research & Development,Manufacturing Director,2,3,Medical,2,57468,11,1,4,0,0,0,4,3,No,Travel_Rarely,4,1,3,3,4,3,No
745,38,Female,Divorced,Research & Development,R&D Manager,2,3,Human Resources,25,55387,21,2,9,5,2,0,1,2,No,Travel_Rarely,3,2,2,2,4,3,Yes
746,41,Female,Single,Research & Development,Laboratory Technician,1,2,Human Resources,4,46578,11,0,4,0,0,0,1,4,Yes,Travel_Rarely,2,3,3,3,4,3,No
747,29,Female,Single,Sales,Sales Manager,3,4,Technical Degree,6,73689,13,2,5,4,2,4,3,0,Yes,Travel_Rarely,2,4,1,3,4,3,No
748,40,Female,Single,Sales,Sales Executive,1,3,Marketing,3,35985,15,0,7,7,5,0,2,4,No,Travel_Rarely,4,1,3,2,3,3,No
749,38,Female,Married,IT,Software Engineer,1,4,Technical Degree,2,56728,18,2,5,1,0,0,1,1,No,Travel_Rarely,3,2,4,4,3,3,No
750,41,Male,Divorced,Research & Development,Research Scientist,1,2,Life Sciences,1,56048,13,0,6,2,1,1,5,6,No,Travel_Rarely,4,3,3,4,1,4,No
751,42,Female,Married,Human Resources,HR Manager,1,4,Marketing,17,43294,18,0,7,0,0,0,3,4,No,Non-Travel,1,4,2,3,4,4,Yes
752,39,Male,Married,Sales,Sales Executive,1,3,Medical,15,42907,13,2,7,0,0,0,6,3,No,Travel_Rarely,3,4,3,3,4,3,No
753,32,Male,Single,Finance,Accountant,2,3,Marketing,9,61583,11,0,8,1,0,1,5,5,Yes,Travel_Rarely,1,2,3,2,4,3,No
754,49,Male,Single,IT,IT Manager,4,3,Life Sciences,1,134536,19,2,14,12,8,2,4,2,Yes,Travel_Frequently,4,4,4,3,1,4,No
755,32,Male,Married,Finance,Finance Manager,1,2,Life Sciences,11,54299,14,0,6,6,3,0,2,5,No,Travel_Rarely,1,3,3,3,3,3,No
756,22,Female,Divorced,IT,Data Analyst,1,1,Technical Degree,7,53954,14,0,4,2,1,2,6,3,No,Travel_Rarely,4,4,2,3,1,3,No
757,49,Male,Married,Human Resources,HR Executive,1,4,Technical Degree,5,40966,14,0,1,1,0,0,1,5,No,Travel_Rarely,2,4,3,3,2,3,No
758,29,Male,Married,IT,Data Analyst,4,4,Medical,3,102996,17,1,11,9,2,3,4,2,No,Travel_Frequently,4,4,1,3,4,3,No
759,46,Male,Single,Sales,Sales Manager,2,1,Human Resources,4,56946,11,1,7,4,2,4,0,4,No,Non-Travel,1,2,1,3,2,3,No
760,36,Male,Married,IT,Software Engineer,1,2,Technical Degree,5,46983,21,1,5,2,1,2,4,5,No,Travel_Frequently,3,4,3,1,3,3,No
761,30,Male,Single,Sales,Sales Manager,1,4,Other,9,40650,11,1,5,2,1,1,4,3,No,Travel_Rarely,3,4,4,3,3,3,Yes
762,31,Male,Married,Research & Development,R&D Manager,1,3,Life Sciences,2,45857,14,1,7,2,1,2,2,4,Yes,Travel_Rarely,3,3,2,3,4,3,Yes
763,30,Male,Married,Sales,Sales Executive,1,3,Life Sciences,18,36021,15,0,7,2,1,0,7,2,No,Travel_Rarely,2,3,4,4,3,3,No
764,43,Female,Single,Human Resources,Recruiter,1,3,Human Resources,24,45384,15,2,7,3,1,1,3,2,Yes,Travel_Rarely,4,4,3,1,1,3,No
765,37,Male,Married,Research & Development,Research Scientist,2,3,Life Sciences,4,58504,17,1,11,7,6,3,1,2,No,Travel_Rarely,4,3,2,2,1,3,No
766,25,Male,Married,Finance,Finance Manager,1,3,Other,13,58806,12,2,7,5,2,2,3,2,No,Travel_Rarely,3,3,3,3,3,3,No
767,32,Female,Married,Sales,Sales Manager,1,3,Medical,9,45142,16,0,8,1,0,1,5,3,No,Travel_Rarely,4,2,2,2,2,4,No
768,41,Male,Married,Research & Development,R&D Manager,4,3,Other,4,116112,13,1,14,12,4,3,0,3,Yes,Travel_Rarely,3,3,4,3,2,3,No
769,44,Male,Married,Research & Development,Manufacturing Director,2,4,Marketing,1,74297,11,3,4,4,2,3,4,3,No,Non-Travel,3,3,4,2,4,4,No
770,30,Male,Divorced,Research & Development,Laboratory Technician,1,3,Medical,4,48613,17,0,8,3,2,0,3,5,Yes,Travel_Rarely,3,1,2,3,4,4,Yes
771,32,Female,Married,Sales,Sales Manager,1,3,Other,3,42662,18,2,6,0,0,0,2,4,No,Travel_Rarely,4,4,2,2,3,4,No
772,30,Male,Married,Sales,Sales Representative,1,2,Human Resources,21,48905,14,0,10,3,2,3,4,1,No,Travel_Rarely,2,4,3,1,4,3,No
773,42,Male,Single,Research & Development,Manufacturing Director,2,1,Marketing,10,71045,13,0,2,2,0,1,0,2,No,Travel_Rarely,1,3,2,3,4,3,No
774,27,Male,Married,Sales,Sales Manager,1,2,Marketing,2,42892,14,1,5,3,2,1,4,5,No,Travel_Rarely,2,1,3,2,1,3,No
775,24,Male,Married,IT,Software Engineer,2,3,Life Sciences,8,64808,14,1,5,0,0,0,1,3,Yes,Travel_Rarely,1,1,4,1,3,3,No
776,41,Male,Single,IT,Data Analyst,1,2,Technical Degree,7,51187,11,0,7,2,1,2,4,4,Yes,Travel_Rarely,3,4,1,3,2,3,No
777,47,Male,Married,Human Resources,Recruiter,1,3,Life Sciences,6,42443,20,0,6,0,0,0,6,2,No,Travel_Frequently,4,3,2,3,3,3,No
778,41,Male,Single,Research & Development,R&D Manager,3,4,Human Resources,14,72634,17,0,13,9,7,4,4,4,No,Travel_Rarely,4,3,2,2,4,3,No
779,47,Male,Divorced,Sales,Sales Executive,2,3,Marketing,2,57531,17,2,9,7,4,2,2,5,No,Non-Travel,4,2,3,3,3,3,No
780,52,Male,Married,IT,IT Manager,3,3,Human Resources,4,93877,12,0,5,5,2,0,7,2,No,Travel_Rarely,2,4,2,4,4,4,No
781,40,Male,Single,Sales,Sales Manager,2,2,Other,15,66035,14,0,13,9,3,0,0,5,No,Travel_Rarely,3,3,2,2,2,4,No
782,33,Male,Single,Research & Development,R&D Manager,1,2,Human Resources,7,45859,16,3,2,0,0,0,3,3,Yes,Travel_Frequently,2,4,3,3,4,3,No
783,37,Male,Married,Sales,Sales Representative,1,4,Other,23,40616,14,0,6,5,3,0,2,3,No,Travel_Rarely,2,4,3,4,3,3,No
784,28,Male,Married,Research & Development,Laboratory Technician,1,4,Other,3,50249,18,1,10,6,2,0,5,1,No,Travel_Rarely,2,2,3,2,4,3,No
785,41,Male,Married,Finance,Finance Manager,3,1,Medical,39,99531,11,1,11,5,4,0,1,1,No,Travel_Rarely,4,4,2,4,2,3,No
786,49,Female,Single,Human Resources,HR Executive,5,3,Medical,3,101687,18,0,29,22,19,1,1,2,Yes,Travel_Rarely,2,3,2,3,4,3,No
787,38,Male,Married,Finance,Accountant,1,5,Marketing,19,57416,15,1,6,0,0,0,2,4,No,Travel_Rarely,4,4,4,3,3,3,No
788,41,Female,Single,Research & Development,Laboratory Technician,1,2,Other,11,44755,14,1,2,0,0,0,2,3,No,Travel_Rarely,4,3,3,2,2,3,No
789,29,Male,Married,Research & Development,Laboratory Technician,2,4,Other,5,77060,16,0,2,1,0,0,1,2,No,Travel_Rarely,2,2,3,4,1,3,No
790,36,Male,Divorced,Finance,Accountant,1,2,Technical Degree,9,43489,14,0,9,2,0,0,2,4,No,Travel_Rarely,3,2,2,1,2,3,No
791,23,Male,Married,Sales,Sales Manager,1,1,Other,2,43296,15,1,4,3,1,0,5,3,No,Travel_Frequently,4,4,2,2,1,3,No
792,35,Male,Married,IT,IT Support,3,4,Human Resources,2,106402,21,1,13,6,5,4,3,6,No,Travel_Rarely,2,3,4,2,2,3,No
793,32,Female,Married,Research & Development,Research Scientist,2,3,Marketing,7,66473,11,2,11,4,1,0,2,1,Yes,Travel_Rarely,4,3,1,1,4,3,Yes
794,33,Male,Married,Finance,Financial Analyst,2,2,Marketing,12,57398,13,0,7,0,0,0,9,2,No,Travel_Frequently,4,4,2,3,3,3,No
795,36,Male,Single,Human Resources,HR Executive,3,3,Human Resources,26,72451,17,1,16,9,3,0,4,2,No,Travel_Rarely,2,4,4,2,4,3,No
796,33,Female,Single,Human Resources,HR Manager,2,1,Medical,4,53355,14,0,10,10,7,2,2,3,No,Travel_Rarely,1,3,2,4,3,3,No
797,45,Male,Married,Sales,Sales Executive,2,4,Other,2,57461,16,1,6,0,0,0,1,2,No,Travel_Rarely,2,2,2,2,1,3,No
798,43,Male,Married,Sales,Sales Representative,2,4,Human Resources,6,54458,11,1,4,0,0,0,2,3,No,Travel_Frequently,1,4,4,3,4,3,Yes
799,37,Female,Divorced,Research & Development,Manufacturing Director,1,4,Marketing,1,44851,21,1,8,3,1,3,1,6,No,Travel_Frequently,4,3,4,1,1,4,No
800,37,Male,Married,Research & Development,R&D Manager,4,3,Technical Degree,8,92404,15,2,17,13,7,0,2,2,No,Travel_Rarely,2,3,2,1,1,3,No
801,44,Male,Married,Research & Development,Manufacturing Director,5,2,Technical Degree,2,132627,15,1,24,24,12,4,1,2,No,Travel_Rarely,3,2,3,3,3,3,No
802,29,Male,Single,Sales,Sales Executive,1,4,Medical,13,48101,18,2,8,5,2,1,2,3,No,Travel_Rarely,1,3,3,3,2,4,No
803,30,Male,Divorced,Sales,Sales Manager,1,1,Medical,14,37366,15,1,2,1,0,1,2,1,No,Travel_Rarely,2,3,3,4,3,3,No
804,43,Male,Single,Research & Development,Research Scientist,1,4,Other,1,52790,12,1,6,5,2,1,1,4,No,Non-Travel,4,1,2,2,2,3,No
805,44,Male,Single,IT,IT Support,1,4,Human Resources,5,60007,11,1,3,2,1,2,1,2,No,Travel_Rarely,2,3,4,2,1,3,No
806,39,Male,Married,Sales,Sales Manager,2,4,Other,10,60411,11,1,9,3,2,3,0,3,No,Travel_Frequently,4,4,3,1,3,3,No
807,32,Male,Married,IT,IT Manager,4,3,Marketing,14,130112,14,0,14,11,7,0,4,3,No,Travel_Rarely,1,1,3,3,1,3,No
808,33,Female,Divorced,Sales,Sales Representative,1,4,Life Sciences,1,46089,12,0,7,1,0,1,2,1,No,Travel_Rarely,4,2,3,3,1,3,No
809,43,Male,Married,Finance,Financial Analyst,1,3,Life Sciences,23,48529,16,3,3,2,1,0,5,2,No,Travel_Rarely,3,1,4,1,2,3,No
810,37,Female,Single,Research & Development,Research Scientist,1,1,Medical,3,56351,12,0,0,0,0,0,3,1,Yes,Travel_Rarely,2,3,3,1,3,3,Yes
811,32,Male,Single,Human Resources,HR Executive,2,4,Life Sciences,8,47622,13,2,5,3,1,0,3,2,Yes,Travel_Rarely,4,3,1,1,3,3,No
812,43,Male,Single,Research & Development,Research Scientist,1,5,Human Resources,19,45814,13,2,6,0,0,0,5,2,Yes,Travel_Rarely,4,4,2,2,3,3,No
813,38,Male,Single,Sales,Sales Executive,2,3,Life Sciences,2,59715,15,1,4,2,1,0,1,5,No,Travel_Frequently,1,3,4,4,2,3,No
814,23,Female,Married,Sales,Sales Representative,2,3,Medical,35,62423,16,0,0,0,0,0,2,3,No,Travel_Rarely,1,1,2,3,4,4,Yes
815,25,Male,Married,Finance,Finance Manager,2,4,Medical,27,69465,21,1,7,5,2,3,3,2,No,Travel_Rarely,1,3,4,3,2,3,Yes
816,25,Male,Married,IT,IT Manager,1,3,Human Resources,2,47026,12,1,5,5,4,1,1,1,Yes,Travel_Rarely,1,3,1,2,4,4,No
817,41,Female,Divorced,Research & Development,R&D Manager,1,3,Medical,12,43611,14,1,6,1,0,1,1,2,No,Travel_Rarely,3,3,3,3,2,3,No
818,31,Female,Married,IT,Software Engineer,2,5,Marketing,4,86303,18,1,6,0,0,0,1,2,No,Non-Travel,1,3,2,4,3,3,Yes
819,21,Male,Divorced,Research & Development,Research Scientist,2,4,Medical,13,77234,11,0,3,1,0,1,1,1,No,Travel_Rarely,4,2,3,2,4,3,No
820,20,Female,Married,Research & Development,R&D Manager,1,4,Medical,2,50642,11,2,2,0,0,0,4,4,No,Travel_Rarely,3,4,2,3,3,3,No
821,43,Male,Single,Finance,Financial Analyst,1,5,Human Resources,10,48150,17,1,3,3,1,3,8,3,No,Travel_Rarely,4,4,3,4,4,3,No
822,39,Male,Divorced,Sales,Sales Manager,3,4,Human Resources,4,75636,17,0,11,6,2,1,5,1,Yes,Travel_Rarely,4,1,3,2,2,3,No
823,40,Female,Married,Research & Development,Research Scientist,1,5,Marketing,2,55255,11,0,8,1,0,0,1,3,No,Travel_Rarely,4,1,3,3,3,3,No
824,35,Male,Single,Finance,Finance Manager,2,4,Marketing,2,72140,11,1,16,11,4,1,5,2,No,Travel_Frequently,4,3,1,3,1,3,No
825,52,Male,Single,Research & Development,R&D Manager,2,3,Life Sciences,25,73898,19,0,7,4,1,0,6,5,Yes,Travel_Rarely,4,3,4,3,4,3,Yes
826,37,Male,Single,Finance,Finance Manager,2,4,Life Sciences,9,67249,20,1,5,0,0,0,3,2,No,Travel_Rarely,4,2,3,2,3,3,No
827,35,Male,Married,Finance,Financial Analyst,2,3,Technical Degree,3,74797,12,3,7,5,4,0,1,1,No,Travel_Frequently,4,2,4,4,2,3,No
828,39,Female,Married,IT,Software Engineer,1,2,Marketing,2,63846,15,1,2,0,0,0,7,2,No,Travel_Rarely,2,3,3,3,3,3,No
829,33,Male,Divorced,Sales,Sales Manager,3,5,Medical,1,68411,17,2,15,12,7,0,3,3,Yes,Travel_Rarely,1,2,1,2,4,3,Yes
830,40,Male,Married,Research & Development,Manufacturing Director,3,4,Marketing,6,76045,21,0,12,6,2,3,4,3,No,Travel_Rarely,4,4,3,3,2,3,No
831,46,Male,Divorced,Research & Development,R&D Manager,1,2,Medical,2,53475,11,1,2,1,0,1,0,4,No,Travel_Rarely,2,4,3,3,4,3,No
832,29,Male,Single,Finance,Finance Manager,2,2,Human Resources,2,74127,14,0,3,1,0,0,2,2,No,Travel_Rarely,4,2,2,3,2,3,No
833,43,Male,Married,Research & Development,Manufacturing Director,4,2,Life Sciences,7,96921,19,0,16,9,5,1,2,2,No,Non-Travel,2,1,2,2,3,3,No
834,46,Male,Married,Research & Development,Research Scientist,2,3,Other,18,70754,13,0,6,1,0,1,3,2,Yes,Travel_Rarely,4,1,3,2,4,3,Yes
835,22,Female,Married,Sales,Sales Executive,2,1,Life Sciences,14,63316,16,0,3,2,1,2,1,2,No,Travel_Rarely,4,2,2,3,1,3,No
836,38,Female,Married,Sales,Sales Representative,4,4,Life Sciences,11,91575,20,0,20,17,10,1,0,2,Yes,Travel_Frequently,2,4,3,2,3,3,No
837,60,Female,Divorced,Sales,Sales Representative,2,4,Other,4,57428,19,2,5,2,0,2,1,2,No,Travel_Rarely,2,1,3,3,3,3,Yes
838,24,Female,Married,Finance,Accountant,1,3,Medical,29,48132,12,0,6,4,3,4,2,4,Yes,Travel_Rarely,1,3,3,3,4,3,No
839,29,Male,Married,Research & Development,R&D Manager,2,3,Human Resources,1,58765,11,1,9,2,1,0,6,1,No,Travel_Rarely,4,4,2,3,2,3,No
840,29,Female,Single,Sales,Sales Executive,3,4,Technical Degree,7,78619,15,0,11,9,5,0,2,5,No,Travel_Rarely,3,1,2,3,4,3,No
841,38,Male,Single,IT,IT Support,1,4,Medical,3,49232,14,1,6,0,0,0,2,2,No,Travel_Rarely,3,4,3,4,3,3,No
842,28,Male,Divorced,Research & Development,Laboratory Technician,2,2,Life Sciences,3,56172,17,0,8,8,4,3,1,5,No,Travel_Rarely,4,3,3,1,3,3,No
843,53,Female,Married,Sales,Sales Manager,2,3,Other,5,56685,20,1,14,10,3,0,4,2,Yes,Travel_Rarely,4,2,3,3,4,4,No
844,40,Male,Married,IT,IT Support,2,3,Other,2,88177,23,2,7,1,0,1,1,4,No,Non-Travel,4,2,3,1,4,3,No
845,52,Male,Single,Finance,Financial Analyst,2,5,Marketing,14,80023,12,0,7,5,4,5,3,2,No,Travel_Rarely,4,3,3,3,1,3,No
846,35,Male,Married,Finance,Accountant,1,4,Other,3,55341,18,0,6,3,1,0,2,5,No,Travel_Rarely,2,2,4,3,3,3,No
847,35,Female,Divorced,IT,IT Support,5,3,Human Resources,8,153889,16,0,14,12,9,1,4,2,No,Travel_Rarely,3,1,3,3,3,3,No
848,52,Male,Married,Research & Development,R&D Manager,2,3,Medical,1,63548,19,1,13,7,3,1,1,1,No,Travel_Rarely,4,4,1,2,3,3,No
849,50,Male,Married,Research & Development,Research Scientist,2,3,Other,2,57180,15,1,3,2,1,2,2,1,No,Travel_Rarely,4,3,3,3,4,3,No
850,41,Male,Divorced,Research & Development,Laboratory Technician,1,4,Marketing,12,45008,20,1,7,0,0,0,0,1,No,Non-Travel,3,3,4,3,2,3,No
851,40,Female,Married,Finance,Financial Analyst,2,4,Life Sciences,2,68392,11,1,0,0,0,0,1,3,No,Travel_Frequently,3,4,3,4,4,3,Yes
852,42,Female,Divorced,Sales,Sales Representative,1,5,Marketing,4,43549,13,1,3,1,0,0,2,3,No,Travel_Rarely,4,2,3,4,2,3,No
853,27,Male,Married,Human Resources,HR Executive,2,2,Medical,9,52090,22,2,9,7,2,3,5,2,No,Non-Travel,4,4,4,3,4,3,No
854,43,Male,Married,IT,Software Engineer,1,3,Other,13,55349,20,1,7,6,2,0,3,3,No,Travel_Rarely,4,3,4,1,1,3,No
855,41,Male,Divorced,Research & Development,Laboratory Technician,1,3,Technical Degree,9,42910,12,0,4,2,0,2,9,2,No,Travel_Rarely,1,4,4,3,4,3,No
856,35,Female,Married,Sales,Sales Executive,4,4,Technical Degree,2,87452,16,1,17,13,9,0,1,2,No,Travel_Frequently,4,3,3,3,3,3,No
857,46,Male,Married,Research & Development,R&D Manager,4,4,Technical Degree,23,97784,14,0,16,12,9,0,3,3,No,Travel_Rarely,4,1,3,3,4,3,No
858,26,Male,Married,Research & Development,R&D Manager,2,4,Marketing,7,66462,18,1,8,6,5,0,4,2,No,Travel_Frequently,4,3,2,3,3,3,No
859,37,Female,Married,Research & Development,Laboratory Technician,4,4,Human Resources,1,103060,19,1,12,9,4,5,1,1,No,Non-Travel,4,4,4,2,2,3,No
860,31,Male,Married,Research & Development,Research Scientist,1,4,Other,17,46022,12,2,3,1,0,1,2,3,No,Travel_Rarely,3,4,2,2,4,3,No
861,44,Male,Married,Finance,Accountant,4,3,Marketing,14,122384,13,1,10,10,6,7,1,3,No,Travel_Rarely,3,2,3,3,4,4,No
862,28,Female,Married,Research & Development,R&D Manager,1,4,Medical,25,48652,16,2,10,3,2,3,1,2,No,Travel_Rarely,3,4,3,3,3,3,No
863,20,Male,Married,Sales,Sales Manager,1,5,Medical,5,41512,14,0,2,0,0,0,4,3,No,Travel_Rarely,1,3,3,1,3,4,No
864,36,Male,Married,Sales,Sales Representative,2,2,Technical Degree,1,54308,16,1,7,1,0,1,3,3,Yes,Travel_Rarely,3,3,3,3,4,3,No
865,53,Male,Married,Finance,Accountant,1,3,Other,8,50651,13,0,5,0,0,0,2,1,Yes,Travel_Frequently,2,4,2,3,3,3,No
866,47,Male,Single,Human Resources,Recruiter,1,3,Life Sciences,7,43655,16,0,3,1,0,1,1,3,No,Travel_Rarely,3,2,3,3,1,3,No
867,31,Male,Single,Research & Development,Research Scientist,1,4,Other,11,55408,18,1,10,4,3,0,2,5,Yes,Travel_Frequently,3,1,3,1,1,4,No
868,46,Male,Divorced,Sales,Sales Manager,1,2,Other,2,50192,13,0,6,1,0,1,2,3,No,Travel_Rarely,4,4,2,1,3,3,No
869,36,Female,Married,Finance,Finance Manager,1,2,Marketing,1,43102,16,0,3,2,1,1,2,2,No,Travel_Rarely,4,4,2,4,4,3,Yes
870,31,Female,Single,Human Resources,HR Executive,2,1,Medical,2,47704,19,1,13,11,9,1,4,4,No,Travel_Frequently,3,1,3,3,4,3,No
871,35,Male,Married,Sales,Sales Manager,2,5,Human Resources,12,59753,11,0,9,3,2,3,2,3,Yes,Travel_Frequently,4,3,1,2,2,3,Yes
872,20,Female,Married,IT,IT Manager,1,3,Other,9,58452,17,0,1,0,0,0,6,2,Yes,Travel_Rarely,3,3,2,2,1,3,Yes
873,54,Male,Single,Sales,Sales Representative,1,3,Other,7,45368,15,1,4,3,2,0,4,3,Yes,Travel_Rarely,3,2,3,4,1,3,No
874,53,Male,Married,Finance,Finance Manager,1,2,Technical Degree,1,52929,15,1,3,2,1,2,3,1,No,Travel_Rarely,3,2,4,4,2,3,No
875,34,Male,Divorced,IT,Data Analyst,2,4,Human Resources,13,88099,13,1,4,2,1,1,2,3,No,Travel_Rarely,4,4,3,3,4,3,No
876,32,Male,Married,Sales,Sales Executive,1,4,Technical Degree,9,37313,12,0,13,7,6,6,3,2,Yes,Travel_Rarely,3,3,3,4,3,4,No
877,34,Male,Single,IT,Software Engineer,1,3,Other,6,65061,17,2,10,6,2,0,1,2,Yes,Travel_Rarely,3,4,2,3,4,3,No
878,35,Female,Single,Research & Development,Laboratory Technician,1,4,Medical,21,42718,13,0,10,6,3,2,7,1,No,Travel_Rarely,4,4,3,4,1,3,No
879,28,Male,Single,Research & Development,Manufacturing Director,1,3,Life Sciences,2,54353,13,1,8,1,0,1,2,2,Yes,Travel_Rarely,4,3,3,2,3,3,No
880,24,Female,Married,Research & Development,R&D Manager,2,2,Medical,23,77203,18,1,6,4,2,3,2,5,Yes,Travel_Rarely,3,4,3,3,2,3,No
881,29,Female,Married,Human Resources,Recruiter,1,4,Human Resources,6,36604,16,0,5,1,0,1,2,2,No,Travel_Rarely,4,2,4,3,1,3,No
882,31,Male,Divorced,Sales,Sales Executive,2,4,Other,3,54726,16,0,11,7,3,1,3,0,Yes,Travel_Rarely,3,2,1,3,4,3,No
883,38,Female,Single,Sales,Sales Representative,1,2,Marketing,1,49015,11,0,12,5,4,1,1,4,No,Travel_Rarely,4,2,3,3,2,3,Yes
884,36,Female,Divorced,Sales,Sales Executive,3,4,Marketing,12,80895,12,2,12,6,4,6,3,3,Yes,Travel_Rarely,3,4,2,3,2,3,Yes
885,43,Male,Single,Research & Development,Manufacturing Director,2,3,Life Sciences,10,58924,11,1,8,7,6,0,0,3,No,Travel_Rarely,4,2,3,3,3,3,No
886,20,Female,Married,IT,Data Analyst,1,4,Medical,2,57768,20,0,2,0,0,0,2,4,No,Travel_Rarely,4,3,3,3,4,4,No
887,47,Male,Married,Sales,Sales Representative,5,2,Life Sciences,2,109288,13,0,16,14,12,0,7,4,No,Travel_Frequently,2,4,3,3,2,3,No
888,38,Male,Divorced,Sales,Sales Representative,3,4,Marketing,39,67019,14,1,9,7,5,1,2,2,Yes,Travel_Rarely,1,4,4,3,4,3,No
889,21,Male,Married,Finance,Finance Manager,1,3,Technical Degree,1,44066,19,0,3,1,0,0,2,2,No,Travel_Rarely,1,4,2,3,3,4,No
890,31,Male,Single,Research & Development,R&D Manager,2,1,Technical Degree,1,73470,13,2,10,8,2,3,2,2,No,Travel_Rarely,3,3,3,2,2,3,No
891,25,Female,Single,IT,IT Support,1,3,Marketing,7,59845,19,0,3,2,0,1,4,2,No,Travel_Rarely,3,3,3,3,4,3,No
892,47,Male,Married,IT,Data Analyst,2,3,Life Sciences,12,76170,11,0,5,0,0,0,1,0,Yes,Travel_Rarely,2,3,3,3,4,3,No
893,39,Male,Single,IT,IT Manager,2,3,Marketing,1,80372,20,0,4,2,1,2,2,5,Yes,Travel_Frequently,1,1,2,1,1,3,Yes
894,28,Male,Single,Sales,Sales Manager,2,2,Human Resources,7,52771,11,0,6,1,0,0,4,2,No,Travel_Rarely,1,3,3,1,3,3,No
895,32,Female,Married,Research & Development,Manufacturing Director,2,4,Technical Degree,4,77111,11,1,6,4,2,3,4,2,No,Travel_Rarely,3,3,2,1,4,3,No
896,31,Female,Married,Research & Development,Laboratory Technician,1,4,Technical Degree,2,43432,15,3,2,0,0,0,2,2,No,Travel_Frequently,2,2,3,2,1,3,No
897,43,Female,Married,Research & Development,Manufacturing Director,1,1,Medical,7,42334,19,0,5,0,0,0,3,1,No,Travel_Rarely,2,2,3,2,3,4,No
898,42,Male,Married,Sales,Sales Manager,1,4,Marketing,2,48227,11,0,8,2,1,0,4,6,Yes,Travel_Rarely,1,4,2,3,3,3,Yes
899,26,Male,Divorced,IT,Software Engineer,1,1,Human Resources,3,50684,11,1,1,0,0,0,1,2,No,Travel_Rarely,4,2,3,1,4,4,No
900,32,Female,Single,Sales,Sales Executive,2,4,Marketing,3,54343,11,0,11,5,2,0,5,6,No,Travel_Rarely,2,4,3,3,4,3,No
901,36,Female,Divorced,Research & Development,Manufacturing Director,2,1,Marketing,9,72157,14,1,2,0,0,0,5,4,No,Non-Travel,2,2,3,4,2,3,No
902,28,Female,Single,Finance,Accountant,1,3,Medical,3,57396,12,3,6,3,2,1,4,3,Yes,Travel_Rarely,3,1,4,2,2,3,Yes
903,35,Male,Married,Finance,Accountant,1,3,Other,3,47954,21,1,6,0,0,0,1,2,No,Travel_Rarely,3,1,4,2,2,3,No
904,22,Female,Single,Sales,Sales Manager,2,2,Human Resources,14,53438,14,0,2,2,0,0,2,2,Yes,Travel_Frequently,3,1,3,3,4,3,Yes
905,21,Female,Married,IT,Data Analyst,2,2,Technical Degree,16,86589,14,1,3,1,0,1,6,2,No,Travel_Rarely,1,3,3,2,3,3,No
906,40,Male,Divorced,Sales,Sales Executive,5,2,Life Sciences,7,113758,14,0,22,20,13,6,4,6,Yes,Travel_Rarely,3,3,2,4,4,4,No
907,20,Male,Divorced,IT,IT Support,2,3,Technical Degree,3,63115,24,1,2,0,0,0,2,5,Yes,Travel_Rarely,1,3,4,3,4,3,Yes
908,27,Male,Married,Sales,Sales Executive,1,5,Life Sciences,7,47783,11,1,7,7,4,0,3,2,Yes,Travel_Rarely,2,1,3,2,2,3,Yes
909,45,Female,Married,Research & Development,R&D Manager,1,3,Human Resources,30,56758,12,1,9,2,1,2,3,1,No,Travel_Frequently,4,4,4,3,4,3,No
910,20,Male,Single,IT,Data Analyst,1,5,Life Sciences,1,59180,18,0,1,0,0,0,4,3,No,Travel_Rarely,2,2,2,3,1,3,No
911,49,Male,Single,Finance,Finance Manager,3,2,Technical Degree,1,76079,13,0,11,5,4,5,1,2,No,Non-Travel,2,3,4,4,4,3,No
912,33,Male,Single,Research & Development,R&D Manager,5,4,Medical,10,121813,15,0,15,13,6,0,1,4,No,Travel_Frequently,3,3,2,3,2,3,No
913,25,Female,Single,Sales,Sales Manager,1,3,Life Sciences,1,49864,11,3,7,2,1,1,7,4,No,Travel_Frequently,4,2,3,3,4,3,No
914,44,Female,Single,Sales,Sales Representative,1,4,Marketing,11,47787,14,0,10,3,2,1,5,2,No,Travel_Rarely,2,4,3,2,1,3,No
915,46,Male,Divorced,Sales,Sales Executive,4,3,Medical,1,88775,19,1,14,11,7,0,0,2,No,Travel_Rarely,2,4,4,3,1,3,No
916,36,Male,Married,Sales,Sales Manager,1,5,Medical,3,43273,15,1,8,2,1,1,0,3,No,Travel_Rarely,3,4,3,3,2,4,No
